"API and filesystem objectID","TMS report objectID","API and filesystem object number","TMS report object number","Title","Creator","dept","location on DRMC","has files","number of files","has dg component","component number"
"175940","","1208.2013","","Extracurricular Activity Projective Reconstruction #1 (A Domestic Scene)","Kelley Mike","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kelley_Mike---Extracurricular_Activity_Projective_Reconstruction_#1_(A_Domestic_Scene)---1208.2013---175940","Yes","1","No",""
"122313","122313","474.1982","474.1982","Inversión de Escena","Colectivo Acciones de Arte","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Colectivo_Acciones_de_Arte---Inversion_de_Escena---474.1982---122313","Yes","1","Yes","474.1982.DG"
"134280","134280","1667.2009","1667.2009","Sade for Sade's sake","Chan Paul","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Chan_Paul---SadeforSadesSake---1667_2009---134280","Yes","54","Yes","1667.2009.DG"
"159620","159620","540.2012","540.2012","Visual Text: Finger Poem","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Visual_Text_Finger_Poem---540.2012---159620","Yes","2","Yes","540.2012.DG"
"159775","","575.2012.a-i","","Analysis of the Elements by which Massive Consumption of Information Takes Place","Lamelas David","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Lamelas_David---Analysis_of_the_Elements_by_which_Massive_Consumption_of_Information_Takes_Place---575.2012.a-i---159775","Yes","15","No",""
"147855","147855","506.2011","506.2011","The Appearance","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---TheAppearance---506_2011---147855","Yes","2","Yes","506.2011.DG"
"146189","146189","130.2011","130.2011","General Alert (Soap)","Ivekovic Sanja","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ivekovic_Sanja---GeneralAlertSoap---130_2011---146189","Yes","2","Yes","130.2011.DG"
"118640","118640","808.2006","808.2006","You Are Not from Here","Bonder Diane","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Bonder_Diane---You_Are_Not_from_Here---808.2006---118640","Yes","1","Yes","808.2006.DG"
"120301","","456.2003","","Window Licker","Cunningham Chris","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cunningham_Chris---Window_Licker---456.2003---120301","Yes","1","No",""
"114448","114448","252.2008.a-c","252.2008.a-c","Underground (Trailer for a Book)","Gillick Liam","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Gillick_Liam---Underground---252.2008.a-c---114448","Yes","34","Yes","252.2008.DG"
"129997","129997","CT27","CT27","Dissonant Landscapes","Gorewitz Shalom","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Gorewitz_Shalom---DIssonantLandscapes---CT27---129997","Yes","1","Yes","CT27.DG"
"161105","","632.2012","","Tomorrow Everything Will Be Alright","Zaatari Akram","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Zaatari_Akram---Tomorrow_Everything_Will_Be_Alright---632.2012---161105","Yes","11","No",""
"120355","120355","3513.2005","3513.2005","WVLNT (Wavelength for Those Who Don't Have the Time)","Snow Michael","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Snow_Michael---WVLNT_(Wavelength_for_Those_Who_Don't_Have_the_Time)---3513.2005---120355","Yes","1","Yes","3513.2005.DG"
"134278","134278","110.2011","110.2011","Tornado","Alÿs Francis","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Alys_Francis---Tornado---110_2011---134278","Yes","9","Yes","110.2011.DG"
"122015","122015","1161.2008","1161.2008","Paralyzed","Liden Klara","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Liden_Klara---Paralyzed---1161_2008---122015","Yes","1","Yes","1161.2008.DG"
"118515","","1339.1999","","Painter","McCarthy Paul","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/McCarthy_Paul---Painter---1339.1999---118515","Yes","1","No",""
"119318","119318","571.2008","571.2008","Lost Loose Ends","Hubbard Alex","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Hubbard_Alex---LooseEnds---571_2008---119318","Yes","8","Yes","571.2008.DG"
"120579","120579","464.1988","464.1988","The Story of Feniks and Abdullah","Bourdon Luc","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Bourdon_Luc---The_Story_of_Feniks_and_Abdullah---464.1988---120579","Yes","1","Yes","464.1988.DG"
"118561","118561","1715.2000","1715.2000","Art of Memory","Vasulka Woody","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Vasulka_Woody---Art_of_Memory---1715.2000---118561","Yes","1","Yes","1715.2000.DG"
"107762","107762","1294.1979","1294.1979","2 Aspects","Sturgeon John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Sturgeon_John---2_Aspects---1294.1979---107762","Yes","1","Yes","1294.1979.DG"
"118193","118193","1286.1979","1286.1979","Brainwash","Levine Les","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Levine_Les---Brainwash---1286.1979---118193","Yes","1","Yes","1286.1979.DG"
"167274","167274","244.2013","244.2013","Eyes on the Prize: Part One of Hearts and Helicopters","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---Eyes_on_the_Prize_Part_One_of_Hearts_and_Helicopters---244.2013---167274","Yes","1","Yes","244.2013.DG"
"120226","120226","977.1998","977.1998","Peggy and Fred in Hell: The Prologue","Thornton Leslie","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Thorton_Leslie---Peggy_and_Fred_in_Hell_The_Prologue---977.1998---120226","Yes","1","Yes","977.1998.DG"
"159727","159727","562.2012","562.2012","TAP and TOUCH CINEMA","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Tap_and_Touch_Cinema---562.2012---159727","Yes","2","Yes","562.2012.DG"
"130870","130870","1642.2009","1642.2009","Triumph of the Wild (Part I + Part II)","Colburn Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Colburn_Martha---TriumphoftheWild---1642_2009---130870","Yes","3","Yes","1642.2009.DG"
"118207","118207","708.1981","708.1981","Still","Kuntzel Thierry","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kuntzel_Thierry---Still---708.1981---118207","Yes","1","Yes","708.1981.DG"
"120147","120147","486.1986","486.1986","Intellectual Properties","Adams John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Adams_John---Intellectual_Properties---486.1986---120147","Yes","1","Yes","486.1986.DG"
"159721","159721","559.2012","559.2012","Restricted Code","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Restricted_Code---559.2012---159721","Yes","2","Yes","559.2012.DG"
"146184","146184","127.2011","127.2011","Personal Cuts","Ivekovic Sanja","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ivekovic_Sanja---PersonalCuts---127_2011---146184","Yes","2","Yes","127.2011.DG"
"130013","","CT42","","Frankly Shirley, Mother May (New Canadian Narrative)","Moores Margaret","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Moores_Margaret---Frankly_Shirley,_Mother_May_(New_Canadian_Narrative)---CT42---130013","Yes","1","No",""
"120275","120275","1277.1979","1277.1979","Documentation of Selected Works, 1971-1974","Burden Chris","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Burden_Chris---Documentation_of_Selected_Works,_1971-1974---1277.1979---120275","Yes","1","Yes","1277.1979.DG"
"118303","118303","420.1991","420.1991","Sobre a Arte (On Art)","Geiger Anna Bella","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Geiger_Anna_Bella---MapasElementaresno3---420.1991---118303","Yes","1","Yes","420.1991.DG"
"147843","147843","494.2011","494.2011","An Image","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---AnImage---494_2011---147843","Yes","2","Yes","494.2011.DG"
"159673","159673","546.2012","546.2012","Facing a Family","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Facing_a_Family---546.2012---159673","Yes","2","Yes","546.2012.DG"
"129982","129982","CT13","CT13","Three Grizzlies & Solo #1","Forti Simone","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Forti_Simone---Three_Grizzlies_&_Solo_#1---CT13---129982","Yes","1","Yes","CT13.DG"
"111014","111014","452.2007","452.2007","Crossfire","Marclay Christian","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Marclay_Christian---Crossfire---452.2007---111014","Yes","136","Yes","452.2007.DG"
"117951","117951","261.2008","261.2008","Lollypop","Linzy Kalup","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Linzy_Kalup---Lollypop---261_2008---117951","Yes","1","Yes","261.2008.DG"
"146176","146176","119.2011","119.2011","Slatko naslije  (Sweet Violence)","Ivekovic Sanja","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ivekovic_Sanja---SweetViolence---119.2011---146176","Yes","2","Yes","119.2011.DG"
"147849","147849","501.2011","501.2011","Videograms of a Revolution","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---VideogramsofaRevolution---501_2011---147849","Yes","2","Yes","501.2011.DG"
"118225","118225","1126.1983","1126.1983","Partial Views of an Interior","Chaimowicz Marc Camille","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Chaimowicz_Marc_Camille---Partial_Views_of_an_interior---1126.1983---118225","Yes","1","Yes","1126.1983.DG"
"165840","165840","218.2013","218.2013","The Pixelated Revolution 
Part I of the series The Fall of a Hair","Mroué Rabih","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Mroué_Rabih---The_Fall_of_a_Hair_The_Pixelated_Revolution---218.2013---165840","Yes","47","Yes","218.2013.DG"
"143769","143769","11.2011.2","11.2011.2","Serious Games II: Three Dead","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---SeriousGamesIIThreeDead---11_2011_2---143769","Yes","3","Yes","11.2011.2.DG"
"110908","","447.2007","","Empty","Doherty Willie","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Doherty_Willie---Empty---447.2007---110908","Yes","1","No",""
"118566","118566","1655.2000","1655.2000","Fast Trip, Long Drop","Bordowitz Gregg","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Bordowitz_Gregg---Fast_Trip,_Long_Drop---1655.2000---118566","Yes","1","Yes","1655.2000.DG"
"146188","146188","129.2011","129.2011","General Alert (Godard)","Ivekovic Sanja","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ivekovic_Sanja---GeneralAlertGodard---129_2011---146188","Yes","2","Yes","129.2011.DG"
"147845","147845","496.2011","496.2011","As You See","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---AsYouSee---496_2011---147845","Yes","2","Yes","496.2011.DG"
"155243","155243","1135.2011.1","1135.2011.1","Pinocchio Pipenose Householddilemma","McCarthy Paul","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/McCarthy_Paul---Pinocchio_Pipenose_Householddilemma---1135.2011.1---155243","Yes","1","Yes","1135.2011.DG"
"126642","126642","62.2009.a-hh","62.2009.a-hh","Mirage","Jonas Joan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Jonas_Joan---Mirage---62.2009.a-hh---126642","Yes","16","Yes","62.2009.DG"
"118398","","1342.1999.5","","Artifact","Reinke Steve","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Reinke_Steve---Artifact---1342.1999.5---118398","Yes","1","No",""
"120448","120448","1643.2000.3","1643.2000.3","Girlfriend in a Coma","Beck Robert","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Beck_Robert---GirlfriendinaComa---1643.2000.3---120448","Yes","1","Yes","1643.2000.3.DG"
"147848","147848","499.2011","499.2011","How to Live in the FRG","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---HowtoLiveintheFRG---499_2011---147848","Yes","2","Yes","499.2011.DG"
"167259","167259","229.2013","229.2013","Done To","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---Done_To---229.2013---167259","Yes","1","Yes","229.2013.DG"
"146177","146177","120.2011","120.2011","Instrukcije br. 1 (Instructions No. 1)","Ivekovic Sanja","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ivekovic_Sanja---InstructionsNo1---120_2011---146177","Yes","2","Yes","120.2011.DG"
"121312","","1180.2008","","Pour Your Body Out (7354 Cubic Meters)","Rist Pipilotti","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rist_Pipilotti---Pour_your_body_out---1180.2008---121312","Yes","226","No",""
"120258","120258","654.1997","654.1997","To Catch a Glimpse","Carlomusto Jean","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Carlomusto_Jean---To_Catch_a_Glimpse---654.1997---120258","Yes","1","Yes","654.1997.DG"
"130092","130092","CT188","CT188","Emergence; Sari Red","Parmar Pratibha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Parmar_Pratibha---Emergence;_Sari_Red---CT188---130092","Yes","1","Yes","CT188.DG"
"122009","122009","1157.2008","1157.2008","4th Light","Chan Paul","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Chan_Paul---4thLight---1157_2008---122009","Yes","1","Yes","1157.2008.DG"
"147857","147857","508.2011","508.2011","Still Life","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---StillLife---508_2011---147857","Yes","2","Yes","508.2011.DG"
"121494","121494","258.2008.1-3","258.2008.1-3","Cycle Spun","Landau Sigalit","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Landau_Sigalit---Cycle_Spun---258.2008.1-3---121494","Yes","15","Yes","258.2008.1-3.DG"
"122026","122026","1172.2008","1172.2008","Die Treppe (The Stairs)","Mommartz Lutz","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Mommartz_Lutz---DieTreppe---1172_2008---122026","Yes","1","Yes","1172.2008.DG"
"120134","","579.1984","","Ritual of Triadic Relationships","Ryan Paul","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ryan_Paul---Ritual_of_Triadic_Relationships---579.1984---120134","Yes","1","No",""
"159708","159708","551.2012","551.2012","Hyperbulie","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Hyperbulie---551.2012---159708","Yes","2","Yes","551.2012.DG"
"167258","167258","228.2013","228.2013","Affected and/or Effected","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---Affected_and:or_Effected---228.2013---167258","Yes","1","Yes","228.2013.DG"
